IdAlumno,Prediccion,Edad,Genero,Distrito,Provincia,Departamento,FamiliarResponsable,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,ExcedeMitadCursosDesaprobados,GrupoEdad,ExcedePagosAtrasados,TipoColegio,Desercion
100139083,1,18.0,M,LOS OLIVOS,LIMA ,LIMA,Madre,9,9,SI,NO,MenosDe18,0.0,PUBL,1
100139102,1,17.0,M,LIMA,LIMA ,LIMA,Madre,18,18,SI,SI,MenosDe18,0.0,PUBL,1
100139103,0,28.0,M,SAN BORJA,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PUBL,0
100139108,0,21.0,M,LOS OLIVOS,LIMA ,LIMA,Alumno,3,3,NO,NO,Entre18y25,0.0,PUBL,1
100139149,0,27.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,3,0,NO,NO,Mayor25,0.0,PUBL,0
100139151,0,21.0,F,SANTA ROSA DE QUIVES,CANTA ,LIMA,Alumno,6,3,SI,NO,Entre18y25,0.0,PUBL,0
100139154,0,18.0,F,ATE,LIMA ,LIMA,Apoderado,3,6,NO,NO,MenosDe18,0.0,PUBL,0
100139160,1,18.0,M,BREÑA,LIMA ,LIMA,Apoderado,12,18,SI,NO,MenosDe18,0.0,PUBL,1
100139161,0,23.0,F,PUENTE PIEDRA,LIMA ,LIMA,Alumno,6,2,SI,NO,Entre18y25,0.0,PUBL,0
100139169,1,43.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,6,0,SI,NO,Mayor25,0.0,PUBL,0
100139181,0,18.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,4,0,SI,NO,MenosDe18,0.0,PUBL,0
100139195,0,18.0,F,INDEPENDENCIA,LIMA ,LIMA,Padre,6,3,SI,NO,MenosDe18,0.0,PUBL,1
100139236,1,17.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,15,18,SI,SI,MenosDe18,0.0,PUBL,1
100139237,0,19.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PRIV,0
100139238,1,17.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Padre,9,18,SI,NO,MenosDe18,0.0,PUBL,1
100139257,0,27.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PRIV,1
100139261,0,19.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100139264,0,20.0,F,COMAS,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139265,0,17.0,F,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Padre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139267,0,21.0,M,LURIGANCHO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100139279,0,18.0,F,ASIA,CAÑETE ,LIMA,Apoderado,6,6,SI,NO,MenosDe18,0.0,PRIV,0
100139283,0,17.0,F,ANCÓN,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100139284,0,18.0,M,LIMA,LIMA ,LIMA,Apoderado,2,0,NO,NO,MenosDe18,0.0,PUBL,0
100139286,0,18.0,F,ANCÓN,LIMA ,LIMA,Apoderado,3,3,SI,NO,MenosDe18,0.0,PRIV,1
100139291,0,18.0,F,COMAS,LIMA ,LIMA,Padre,0,0,NO,NO,MenosDe18,1.0,PRIV,1
100139298,0,25.0,M,LURIN,LIMA ,LIMA,Alumno,9,6,NO,NO,Mayor25,0.0,PRIV,0
100139313,0,18.0,M,MAGDALENA DEL MAR,LIMA ,LIMA,Madre,9,6,SI,NO,MenosDe18,1.0,PRIV,0
100139317,1,34.0,F,JESÚS MARÍA,LIMA ,LIMA,Alumno,3,9,SI,NO,Mayor25,0.0,PUBL,1
100139319,0,18.0,F,LURIGANCHO,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139322,0,18.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Apoderado,9,0,SI,NO,MenosDe18,0.0,PUBL,0
100139323,0,20.0,F,LURIGANCHO,LIMA ,LIMA,Alumno,2,2,NO,NO,Entre18y25,0.0,PUBL,0
100139333,0,19.0,F,MIRAFLORES,LIMA ,LIMA,Alumno,6,3,NO,NO,Entre18y25,1.0,PRIV,0
100139342,0,20.0,M,PACHACAMAC,LIMA ,LIMA,Alumno,4,4,SI,NO,Entre18y25,0.0,PRIV,0
100139348,0,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139349,0,19.0,M,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,3,3,SI,NO,Entre18y25,0.0,PUBL,0
100139352,0,18.0,F,CARABAYLLO,LIMA ,LIMA,Padre,6,6,SI,NO,MenosDe18,1.0,PUBL,1
100139354,1,19.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,18,18,SI,SI,Entre18y25,0.0,PUBL,1
100139357,0,19.0,F,SULLANA,SULLANA ,PIURA,Alumno,3,0,NO,NO,Entre18y25,0.0,PUBL,0
100139358,0,22.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139361,0,18.0,F,ANCÓN,LIMA ,LIMA,Apoderado,3,0,NO,NO,MenosDe18,0.0,PUBL,1
100139364,0,17.0,M,LURIN,LIMA ,LIMA,Apoderado,6,0,SI,NO,MenosDe18,0.0,PRIV,0
100139365,0,17.0,F,LOS OLIVOS,LIMA ,LIMA,Padre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139366,0,21.0,F,ATE,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139369,1,21.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,12,6,SI,NO,Entre18y25,0.0,PUBL,0
100139377,0,18.0,M,HUARAL,HUARAL ,LIMA,Apoderado,8,4,SI,NO,MenosDe18,0.0,PUBL,0
100139379,0,18.0,F,COMAS,LIMA ,LIMA,Apoderado,6,6,SI,NO,MenosDe18,0.0,PUBL,0
100139385,0,17.0,M,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,1.0,PRIV,0
100139392,0,22.0,F,PUNTA HERMOSA,LIMA ,LIMA,Alumno,6,0,NO,NO,Entre18y25,1.0,PRIV,0
100139398,1,20.0,F,SAN ISIDRO,LIMA ,LIMA,Alumno,12,15,SI,NO,Entre18y25,1.0,PUBL,1
100139405,0,19.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139408,0,22.0,F,PACHACAMAC,LIMA ,LIMA,Alumno,2,2,NO,NO,Entre18y25,0.0,PUBL,1
100139421,0,17.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Madre,9,6,SI,NO,MenosDe18,0.0,PUBL,1
100139424,0,17.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100139443,0,17.0,F,LA MOLINA,LIMA ,LIMA,Padre,9,0,NO,NO,MenosDe18,0.0,PUBL,0
100139448,0,17.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Padre,3,0,NO,NO,MenosDe18,1.0,PUBL,0
100139462,0,21.0,F,LOS OLIVOS,LIMA ,LIMA,Madre,0,0,SI,NO,Entre18y25,0.0,PUBL,0
100139465,1,18.0,M,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,12,6,SI,NO,MenosDe18,0.0,PUBL,1
100139467,0,17.0,F,ATE,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100139475,0,20.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PUBL,0
100139479,1,29.0,M,LIMA,LIMA ,LIMA,Alumno,6,9,SI,NO,Mayor25,0.0,PRIV,1
100139493,0,17.0,F,RÍMAC,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139508,1,17.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Apoderado,4,8,SI,NO,MenosDe18,0.0,PUBL,1
100139516,0,18.0,M,LOS OLIVOS,LIMA ,LIMA,Madre,9,0,SI,NO,MenosDe18,0.0,PUBL,0
100139530,0,22.0,M,MIRAFLORES,LIMA ,LIMA,Alumno,6,9,SI,NO,Entre18y25,0.0,PUBL,0
100139538,0,19.0,F,QUILMANA,CAÑETE ,LIMA,Padre,3,0,NO,NO,Entre18y25,0.0,PRIV,1
100139542,0,17.0,F,LOS OLIVOS,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139548,0,22.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,6,0,SI,NO,Entre18y25,0.0,PUBL,0
100139549,0,20.0,F,ATE,LIMA ,LIMA,Apoderado,6,0,NO,NO,Entre18y25,1.0,PUBL,0
100139562,1,17.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,9,9,SI,NO,MenosDe18,0.0,PUBL,1
100139564,0,19.0,F,PANGOA,SATIPO ,JUNÍN,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139574,0,18.0,F,CARABAYLLO,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139576,0,23.0,F,SANTA ANITA,LIMA ,LIMA,Alumno,2,0,NO,NO,Entre18y25,1.0,PUBL,0
100139587,0,19.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,0,0,SI,NO,Entre18y25,0.0,PUBL,0
100139589,0,18.0,M,LIMA,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100139595,0,18.0,M,SAN BORJA,LIMA ,LIMA,Madre,3,3,NO,NO,MenosDe18,0.0,PUBL,0
100139600,0,18.0,F,LIMA,LIMA ,LIMA,Apoderado,3,3,NO,NO,MenosDe18,0.0,PRIV,0
100139605,1,19.0,F,RÍMAC,LIMA ,LIMA,Alumno,9,18,SI,NO,Entre18y25,1.0,PRIV,1
100139607,1,17.0,M,LURIGANCHO,LIMA ,LIMA,Apoderado,12,9,SI,NO,MenosDe18,0.0,PUBL,1
100139613,0,17.0,F,LIMA,LIMA ,LIMA,Madre,9,6,SI,NO,MenosDe18,0.0,PRIV,0
100139618,0,18.0,M,LURIN,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139628,1,17.0,F,CHORRILLOS,LIMA ,LIMA,Madre,9,21,SI,NO,MenosDe18,0.0,PUBL,1
100139630,0,23.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,4,2,NO,NO,Entre18y25,0.0,PUBL,1
100139656,0,17.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100139662,0,41.0,M,PUEBLO LIBRE,LIMA ,LIMA,Alumno,6,3,SI,NO,Mayor25,0.0,PRIV,0
100139902,0,21.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,3,6,SI,NO,Entre18y25,0.0,PRIV,1
100139910,0,18.0,M,ATE,LIMA ,LIMA,Madre,6,3,SI,NO,MenosDe18,1.0,PUBL,0
100139917,0,18.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Apoderado,0,3,NO,NO,MenosDe18,0.0,PUBL,0
100139928,0,17.0,F,LOS OLIVOS,LIMA ,LIMA,Madre,6,3,NO,NO,MenosDe18,0.0,PUBL,0
100139949,0,19.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,6,6,SI,NO,Entre18y25,0.0,PUBL,1
100139959,0,22.0,F,BARRANCA,BARRANCA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100139962,0,17.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,0,0,SI,NO,MenosDe18,0.0,PUBL,0
100139969,1,17.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,12,12,SI,NO,MenosDe18,0.0,PUBL,1
100139977,0,21.0,F,MAGDALENA DEL MAR,LIMA ,LIMA,Alumno,15,12,SI,NO,Entre18y25,1.0,PUBL,0
100139993,1,22.0,F,PACHACAMAC,LIMA ,LIMA,Alumno,9,18,SI,NO,Entre18y25,0.0,PRIV,1
100139994,0,18.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100140008,0,18.0,M,CHORRILLOS,LIMA ,LIMA,Padre,4,2,SI,NO,MenosDe18,0.0,PRIV,0
100140009,0,23.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PRIV,1
100140010,0,23.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PRIV,0
100140022,0,17.0,F,COMAS,LIMA ,LIMA,Madre,9,0,SI,NO,MenosDe18,0.0,PRIV,0
100140024,0,28.0,F,SAN BORJA,LIMA ,LIMA,Alumno,9,3,NO,NO,Mayor25,0.0,PRIV,0
100140027,0,18.0,M,CHORRILLOS,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100140035,0,20.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,0,10,SI,NO,Entre18y25,0.0,PRIV,1
100140039,1,18.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Padre,12,18,SI,SI,MenosDe18,0.0,PRIV,1
100140047,1,21.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,15,18,SI,SI,Entre18y25,0.0,PRIV,1
100140048,0,17.0,F,CARABAYLLO,LIMA ,LIMA,Padre,9,3,SI,NO,MenosDe18,0.0,PRIV,0
100140056,0,27.0,F,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,18,18,SI,SI,Mayor25,0.0,PRIV,0
100140065,0,23.0,M,LURIGANCHO,LIMA ,LIMA,Alumno,0,0,SI,NO,Entre18y25,0.0,PUBL,1
100140079,1,19.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,15,18,SI,SI,Entre18y25,0.0,PUBL,1
100140103,0,18.0,F,LOS OLIVOS,LIMA ,LIMA,Apoderado,0,3,NO,NO,MenosDe18,0.0,PUBL,0
100140164,0,19.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,9,3,SI,NO,Entre18y25,0.0,PRIV,0
100140180,0,17.0,M,COMAS,LIMA ,LIMA,Padre,3,0,NO,NO,MenosDe18,1.0,PRIV,0
100140183,0,26.0,F,AUCALLAMA,HUARAL ,LIMA,Alumno,3,3,NO,NO,Mayor25,0.0,PRIV,0
100140202,0,23.0,M,COMAS,LIMA ,LIMA,Alumno,0,0,SI,NO,Entre18y25,0.0,PRIV,0
100140205,0,17.0,F,COMAS,LIMA ,LIMA,Madre,9,3,SI,NO,MenosDe18,0.0,PRIV,0
100140212,1,17.0,F,COMAS,LIMA ,LIMA,Padre,9,18,SI,NO,MenosDe18,0.0,PRIV,1
100140227,0,22.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,9,3,SI,NO,Entre18y25,0.0,PRIV,0
100140229,0,20.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,9,3,SI,NO,Entre18y25,0.0,PRIV,0
100140232,1,35.0,F,ATE,LIMA ,LIMA,Alumno,6,6,SI,NO,Mayor25,0.0,PRIV,1
100140239,0,19.0,F,ATE,LIMA ,LIMA,Alumno,6,0,NO,NO,Entre18y25,0.0,PRIV,0
100140267,0,21.0,M,LOS OLIVOS,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100140281,0,17.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Apoderado,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100140303,0,19.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,4,4,SI,NO,Entre18y25,0.0,PRIV,1
100140323,0,18.0,F,COMAS,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PRIV,1
100140325,0,18.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Padre,9,0,NO,NO,MenosDe18,0.0,PRIV,0
100140418,0,18.0,F,LOS OLIVOS,LIMA ,LIMA,Padre,6,6,NO,NO,MenosDe18,0.0,PRIV,1
100140421,0,23.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,4,0,NO,NO,Entre18y25,1.0,PRIV,0
100140453,0,17.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Madre,6,0,NO,NO,MenosDe18,0.0,PRIV,0
100140464,0,20.0,F,LURIN,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PRIV,0
100140470,0,25.0,M,LOS OLIVOS,LIMA ,LIMA,Madre,6,6,SI,NO,Mayor25,0.0,PRIV,0
100140472,0,21.0,F,PUENTE PIEDRA,LIMA ,LIMA,Alumno,3,3,SI,NO,Entre18y25,0.0,PRIV,0
100140474,1,20.0,F,CARABAYLLO,LIMA ,LIMA,Madre,4,8,NO,NO,Entre18y25,1.0,PUBL,1
100140485,1,19.0,F,COMAS,LIMA ,LIMA,Alumno,15,9,SI,NO,Entre18y25,0.0,PRIV,1
100140505,1,19.0,M,LURIN,LIMA ,LIMA,Madre,6,9,SI,NO,Entre18y25,0.0,PRIV,0
100140512,1,22.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,6,6,NO,NO,Entre18y25,0.0,PRIV,0
100140514,0,21.0,M,SANTA ANITA,LIMA ,LIMA,Alumno,6,6,SI,NO,Entre18y25,0.0,PRIV,0
100140518,0,18.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,3,3,SI,NO,MenosDe18,0.0,PRIV,0
100140520,0,18.0,F,PUNTA NEGRA,LIMA ,LIMA,Padre,6,0,SI,NO,MenosDe18,0.0,PRIV,0
100140539,1,19.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,9,18,SI,NO,Entre18y25,0.0,PUBL,1
100140542,0,18.0,M,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,,PRIV,0
100140551,0,23.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,2,0,NO,NO,Entre18y25,0.0,PRIV,1
100140555,0,18.0,M,EL AGUSTINO,LIMA ,LIMA,Madre,3,3,SI,NO,MenosDe18,0.0,PRIV,0
100140556,0,18.0,M,SANTIAGO DE SURCO,LIMA ,LIMA,Apoderado,3,0,NO,NO,MenosDe18,1.0,PRIV,0
100140557,0,18.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,6,0,SI,NO,MenosDe18,0.0,PRIV,0
100140558,0,18.0,F,AYACUCHO,HUAMANGA,AYACUCHO,Apoderado,6,3,NO,NO,MenosDe18,0.0,PRIV,0
100140563,0,19.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,0,3,NO,NO,Entre18y25,0.0,PRIV,0
100140569,0,19.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,6,3,SI,NO,Entre18y25,0.0,PRIV,0
100140570,0,17.0,M,CHORRILLOS,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PRIV,0
100140571,0,19.0,M,ATE,LIMA ,LIMA,Alumno,0,3,SI,NO,Entre18y25,0.0,PRIV,0
100140574,0,25.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PRIV,0
100140575,0,18.0,F,ATE,LIMA ,LIMA,Apoderado,0,3,NO,NO,MenosDe18,1.0,PRIV,0
100140582,1,17.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Padre,12,9,SI,NO,MenosDe18,1.0,PUBL,1
100140588,0,18.0,F,PACHACAMAC,LIMA ,LIMA,Apoderado,3,6,NO,NO,MenosDe18,1.0,PRIV,0
100140595,1,20.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,9,18,SI,NO,Entre18y25,0.0,PRIV,1
100140604,0,32.0,F,SAN MIGUEL,LIMA ,LIMA,Alumno,0,3,NO,NO,Mayor25,1.0,PRIV,0
100140608,0,18.0,F,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,Madre,3,0,SI,NO,MenosDe18,1.0,PRIV,0
100140614,1,27.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,6,6,SI,NO,Mayor25,1.0,PRIV,1
100140616,1,32.0,M,CHANCAY,HUARAL ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PUBL,1
100140627,0,20.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,1
100140628,0,18.0,M,LOS OLIVOS,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PRIV,0
100140629,0,20.0,F,PUENTE PIEDRA,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PRIV,0
100140636,0,20.0,F,AUCALLAMA,HUARAL ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PUBL,0
100140648,0,18.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Padre,0,3,NO,NO,MenosDe18,0.0,PRIV,0
100140650,0,24.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PUBL,0
100140652,0,19.0,M,LIMA,LIMA ,LIMA,Alumno,3,0,SI,NO,Entre18y25,0.0,PRIV,0
100140654,0,22.0,F,AUCALLAMA,HUARAL ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100140655,0,28.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PRIV,0
100140657,1,19.0,M,LURIN,LIMA ,LIMA,Alumno,12,15,SI,NO,Entre18y25,1.0,PUBL,0
100140664,1,17.0,F,CARABAYLLO,LIMA ,LIMA,Padre,15,15,SI,SI,MenosDe18,1.0,PRIV,1
100140668,0,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Apoderado,3,0,SI,NO,MenosDe18,0.0,PUBL,0
100140672,0,18.0,M,COMAS,LIMA ,LIMA,Madre,0,2,NO,NO,MenosDe18,0.0,PUBL,0
100140677,0,18.0,M,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Apoderado,9,0,SI,NO,MenosDe18,0.0,PUBL,0
100140704,0,17.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,15,6,SI,NO,MenosDe18,0.0,PUBL,0
100140710,1,18.0,F,RÍMAC,LIMA ,LIMA,Padre,15,12,SI,NO,MenosDe18,0.0,PUBL,0
100140712,0,20.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,3,0,SI,NO,Entre18y25,0.0,PUBL,0
100140729,0,19.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,9,0,NO,NO,Entre18y25,0.0,PRIV,0
100140768,0,19.0,M,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,3,6,SI,NO,Entre18y25,0.0,PUBL,1
100140779,1,20.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,6,9,SI,NO,Entre18y25,0.0,PUBL,0
100140790,0,20.0,F,SAN MIGUEL,LIMA ,LIMA,Alumno,3,3,SI,NO,Entre18y25,1.0,PRIV,0
100140791,1,17.0,F,ATE,LIMA ,LIMA,Madre,18,18,SI,SI,MenosDe18,0.0,PRIV,1
100140793,0,21.0,F,PADRE ABAD,PADRE ABAD ,UCAYALI,Alumno,3,0,SI,NO,Entre18y25,0.0,PUBL,0
100140800,0,19.0,F,RÍMAC,LIMA ,LIMA,Alumno,2,0,NO,NO,Entre18y25,0.0,PUBL,1
100140809,1,18.0,F,LURIGANCHO,LIMA ,LIMA,Apoderado,6,18,SI,NO,MenosDe18,1.0,PRIV,1
100140819,0,19.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100140822,0,21.0,F,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,9,3,SI,NO,Entre18y25,1.0,PUBL,0
100140836,0,18.0,M,PUCUSANA,LIMA ,LIMA,Apoderado,9,0,SI,NO,MenosDe18,0.0,PUBL,0
100140837,0,17.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100140840,0,19.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2,0,SI,NO,Entre18y25,0.0,PUBL,0
100140863,0,26.0,M,LA MOLINA,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PUBL,0
100140879,0,17.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100140888,0,18.0,M,PACHACAMAC,LIMA ,LIMA,Apoderado,6,3,SI,NO,MenosDe18,1.0,PUBL,0
100140889,0,22.0,M,LIMA,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,1.0,PUBL,0
100140891,0,18.0,F,LOS OLIVOS,LIMA ,LIMA,Madre,0,3,NO,NO,MenosDe18,0.0,PUBL,0
100140893,0,18.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,9,0,SI,NO,MenosDe18,0.0,PUBL,0
100140904,1,22.0,F,CARABAYLLO,LIMA ,LIMA,Alumno,9,12,SI,NO,Entre18y25,0.0,PUBL,0
100140913,0,17.0,F,ATE,LIMA ,LIMA,Padre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100140915,0,19.0,F,SAN JUAN BAUTISTA,HUAMANGA,AYACUCHO,Alumno,3,3,NO,NO,Entre18y25,0.0,PUBL,0
100140924,0,18.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,0,2,NO,NO,MenosDe18,0.0,PUBL,0
100140935,0,18.0,F,ATE,LIMA ,LIMA,Apoderado,3,3,NO,NO,MenosDe18,0.0,PUBL,0
100140937,0,38.0,F,CHACLACAYO,LIMA ,LIMA,Alumno,3,0,SI,NO,Mayor25,1.0,PUBL,0
100140940,0,26.0,F,INDEPENDENCIA,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,1.0,PRIV,0
100140942,1,27.0,M,ATE,LIMA ,LIMA,Alumno,0,9,NO,NO,Mayor25,0.0,PUBL,1
100140954,0,18.0,M,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,4,2,SI,NO,MenosDe18,0.0,PRIV,0
100140955,1,18.0,M,SANTA ROSA,LIMA ,LIMA,Padre,18,18,SI,SI,MenosDe18,0.0,PUBL,1
100140968,0,21.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2,2,SI,NO,Entre18y25,0.0,PUBL,0
100140976,0,25.0,F,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,0,0,NO,NO,Mayor25,0.0,PRIV,0
100140984,0,17.0,F,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Madre,0,18,NO,NO,MenosDe18,0.0,PUBL,1
100140986,0,18.0,F,ATE,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PUBL,0
100140992,1,16.0,M,COMAS,LIMA,LIMA,Apoderado,2,1,NO,NO,MenosDe18,,PUBL,0
